signal_voltage_v,ber,snr_db,ambient_light_lux,diagnostic_class
0.23610455225,0.0001211385,14.952112925000002,155.590590575,0
0.23566265225,0.0001211385,14.978626925,155.829216575,0
0.23362991225,0.0001211385,15.049330925,156.005976575,0
0.23513237224999997,0.0001211385,14.996302925,155.87340657500002,0
0.23389505224999999,0.0001211385,14.943274924999999,155.678970575,0
0.23557427225,0.0001211385,15.031654925000002,155.935272575,0
0.23486723224999997,0.0001211385,14.969788925000001,155.758512575,0
0.23451371225,0.0001211385,15.005140925,155.61710457499998,0
0.23592779225,0.0001211385,14.960950925,155.81154057499998,0
0.23371829225,0.0001211385,15.058168925,155.89992057499998,0
0.23530913225,0.0001211385,14.987464925,155.60826657500002,0
0.23424857224999998,0.0001211385,15.022816924999999,155.846892575,0
0.23575103225,0.0001211385,14.978626925,155.970624575,0
0.23469047224999998,0.0001211385,14.996302925,155.643618575,0
0.23398343224999998,0.0001211385,14.952112925000002,155.785026575,0
0.23601617225,0.0001211385,15.040492925,155.88224457500002,0
0.23504399225,0.0001211385,15.013978925,155.723160575,0
0.23442533224999998,0.0001211385,14.969788925000001,155.820378575,0
0.23548589225,0.0001211385,14.987464925,155.997138575,0
0.23354153225,0.0001211385,15.049330925,155.670132575,0
0.23583941225,0.0001211385,14.943274924999999,155.855730575,0
0.23460209225,0.0001211385,15.005140925,155.917596575,0
0.23522075225,0.0001211385,14.978626925,155.581752575,0
0.23380667225,0.0001211385,15.031654925000002,155.767350575,0
0.23566265225,0.0001211385,14.960950925,155.944110575,0
0.23495561225,0.0001211385,15.022816924999999,155.652456575,0
0.23433695225,0.0001211385,14.952112925000002,155.829216575,0
0.23610455225,0.0001211385,14.996302925,155.908758575,0
0.23477885225,0.0001211385,15.058168925,155.696646575,0
0.23416019224999998,0.0001211385,14.978626925,155.79386457500001,0
0.23645807224999998,0.0001211385,15.075844925,155.555238575,0
0.23336477225000002,0.0001211385,14.916760925,156.04132857500002,0
0.23539751225,0.0001211385,15.013978925,155.73199857499998,0
0.23407181225,0.0001211385,14.960950925,155.864568575,0
0.23628131225000001,0.0001211385,15.040492925,155.643618575,0
0.23469047224999998,0.0001211385,14.978626925,155.776188575,0
0.23345315225,0.0001211385,15.031654925000002,155.908758575,0
0.23575103225,0.0001211385,14.996302925,155.714322575,0
0.23451371225,0.0001211385,14.934436925,155.838054575,0
0.23513237224999997,0.0001211385,15.005140925,155.758512575,0
0.23619293225,0.0001211385,15.067006925,155.59942857500002,0
0.23380667225,0.0001211385,14.952112925000002,155.89108257499998,0
0.23548589225,0.0001211385,15.022816924999999,155.68780857500002,0
0.23398343224999998,0.0001211385,14.969788925000001,155.81154057499998,0
0.23592779225,0.0001211385,15.049330925,155.625942575,0
0.23477885225,0.0001211385,14.987464925,155.749674575,0
0.23362991225,0.0001211385,15.040492925,155.952948575,0
0.23557427225,0.0001211385,14.943274924999999,155.661294575,0
0.23433695225,0.0001211385,15.013978925,155.855730575,0
0.23495561225,0.0001211385,14.978626925,155.723160575,0
0.23636969224999999,0.0001211385,15.084682925,155.572914575,0
0.23371829225,0.0001211385,14.925598925,156.014814575,0
0.23530913225,0.0001211385,15.005140925,155.740836575,0
0.23416019224999998,0.0001211385,14.952112925000002,155.87340657500002,0
0.23601617225,0.0001211385,15.031654925000002,155.652456575,0
0.23460209225,0.0001211385,14.969788925000001,155.802702575,0
0.23354153225,0.0001211385,15.022816924999999,155.926434575,0
0.23566265225,0.0001211385,14.987464925,155.70548457499999,0
0.23442533224999998,0.0001211385,14.943274924999999,155.846892575,0
0.23504399225,0.0001211385,14.996302925,155.767350575,0
0.23628131225000001,0.0001211385,15.058168925,155.60826657500002,0
0.23389505224999999,0.0001211385,14.960950925,155.88224457500002,0
0.23539751225,0.0001211385,15.013978925,155.696646575,0
0.23407181225,0.0001211385,14.978626925,155.820378575,0
0.23583941225,0.0001211385,15.040492925,155.634780575,0
0.23486723224999997,0.0001211385,14.978626925,155.758512575,0
0.23371829225,0.0001211385,15.031654925000002,155.944110575,0
0.23557427225,0.0001211385,14.934436925,155.670132575,0
0.23424857224999998,0.0001211385,15.005140925,155.864568575,0
0.23486723224999997,0.0001211385,14.969788925000001,155.73199857499998,0
0.21392117224999999,0.0038330985,14.209720925,156.969318575,0
0.20817647225,0.0107267385,13.971094925,158.029878575,0
0.22231727225,0.0014468385,14.457184925,156.70417857500001,0
0.20243177225,0.022216138500000003,13.617574925,158.82529857499998,0
0.22850387225,0.0008281785,14.678134925,156.085518575,0
0.21082787225,0.0085172385,14.015284925,157.676358575,0
0.21701447224999998,0.0028609185,14.324614925,156.836748575,0
0.20464127225,0.0160295385,13.750144924999999,158.295018575,0
0.22496867225,0.0010933185000000002,14.545564925,156.262278575,0
0.21171167224999998,0.007368298500000001,14.059474925,157.543788575,0
0.23538866166666667,0.019729874391666666,15.2946255,157.33564875000002,1
0.14400374166666668,0.35824029899166665,12.4311135,158.15758275000002,1
0.16671740166666665,0.2616471455916667,13.7656515,157.87476675,1
0.24166364166666665,0.026092350591666667,16.417051500000003,158.58180675,1
0.1872215616666667,0.17662205039166667,16.2756435,157.72452075,1
0.20030180166666667,0.1298354459916667,14.728993500000001,157.95430875,1
0.15947024166666668,0.2852074859916667,13.2265335,158.26363874999998,1
0.22619714166666666,0.032794205991666665,15.701173500000001,157.63614074999998,1
0.1776765216666667,0.20504682599166668,14.1103335,158.07804075,1
0.1482459816666667,0.3301929059916667,12.696253500000001,158.35201875,1
0.23901224166666668,0.02377944599166667,15.9663135,157.54776075,1
0.19217084166666665,0.15528888599166668,14.9941335,157.89244275,1
0.17095964166666666,0.2478227459916667,13.8451935,158.17525875,1
0.21249824166666664,0.09368802599166667,15.3476535,157.75987275,1
0.15328364166666664,0.30677220599166666,12.961393500000002,158.22828675,1
0.23282564166666664,0.028021685991666666,15.7895535,157.46821875,1
0.1833328416666667,0.1864870259916667,14.4638535,158.01617475,1
0.16212164166666665,0.27301104599166665,13.491673500000001,158.13990675000002,1
0.22133624166666666,0.05930820599166667,15.5244135,157.67149274999997,1
0.14532944166666667,0.34707348599166665,12.519493500000001,158.33434275000002,1
0.23636084166666665,0.025635425991666665,16.1430735,157.42402875,1
0.1974736416666667,0.13885020599166667,14.8173735,157.92779475000003,1
0.1683082416666667,0.2535674459916667,13.668433499999999,158.20177274999998,1
